doc_id,travel_sponsor,sponsors_cleaned,sponsor
500023541,Congressional Institute,Congressional Institute,Congressional Institute
500023542,Congressional Institute,Congressional Institute,Congressional Institute
500023543,Congressional Institute,Congressional Institute,Congressional Institute
500023544,Congressional Institute,Congressional Institute,Congressional Institute
500023546,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Democracy Fund
500023546,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Pew Charitable Trusts
500023546,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,William and Flora Hewlett Foundation
500023547,Congressional Institute,Congressional Institute,Congressional Institute
500023548,Congressional Institute,Congressional Institute,Congressional Institute
500023549,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Democracy Fund
500023549,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Pew Charitable Trusts
500023549,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,William and Flora Hewlett Foundation
500023557,Congressional Institute,Congressional Institute,Congressional Institute
500023558,Congressional Institute,Congressional Institute,Congressional Institute
500023559,Congressional Institute,Congressional Institute,Congressional Institute
500023560,Congressional Institute,Congressional Institute,Congressional Institute
500023561,Congressional Institute,Congressional Institute,Congressional Institute
500023563,Texas Blockchain Council,Texas Blockchain Council,Texas Blockchain Council
500023564,Congressional Institute,Congressional Institute,Congressional Institute
500023565,Congressional Institute,Congressional Institute,Congressional Institute
500023566,Global Women's Innovation Network,Global Women's Innovation Network,Global Women's Innovation Network
500023567,Republican Mainstreet Partnership,Republican MainStreet Partnership,Republican MainStreet Partnership
500023568,Congressional Institute,Congressional Institute,Congressional Institute
500023569,Congressional Institute,Congressional Institute,Congressional Institute
500023570,Congressional Institute,Congressional Institute,Congressional Institute
500023571,Congressional Institute,Congressional Institute,Congressional Institute
500023572,Congressional Insttute,Congressional Institute,Congressional Institute
500023573,Congressional Institute,Congressional Institute,Congressional Institute
500023574,Congressional Institute,Congressional Institute,Congressional Institute
500023578,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023578,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023578,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023581,Congressional Institute,Congressional Institute,Congressional Institute
500023582,Congressional Institute,Congressional Institute,Congressional Institute
500023583,Congressional Institute,Congressional Institute,Congressional Institute
500023584,Congressional Institute,Congressional Institute,Congressional Institute
500023585,United States Qatar Business Council,Us-qatar Business Council,U.S.-Qatar Business Council
500023586,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023586,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023586,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023587,Congressional Institute,Congressional Institute,Congressional Institute
500023588,Congressional Institute,Congressional Institute,Congressional Institute
500023589,Congressional Institute,Congressional Institute,Congressional Institute
500023590,Congressional Institute,Congressional Institute,Congressional Institute
500023591,Congressional Institute,Congressional Institute,Congressional Institute
500023592,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Democracy Fund
500023592,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Pew Charitable Trusts
500023592,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,William and Flora Hewlett Foundation
500023593,Congressional Institute,Congressional Institute,Congressional Institute
500023594,Congressional Institute,Congressional Institute,Congressional Institute
500023596,Global Women's Innovation Network,Global Women's Innovation Network,Global Women's Innovation Network
500023597,Congressional Institute,Congressional Institute,Congressional Institute
500023598,United States-Qatar Business Council,Us-qatar Business Council,U.S.-Qatar Business Council
500023599,Congressional Institute,Congressional Institute,Congressional Institute
500023600,Congressional Institute,Congressional Institute,Congressional Institute
500023601,United States-Qatar Business Council,Us-qatar Business Council,U.S.-Qatar Business Council
500023602,United States-Qatar Business Council,Us-qatar Business Council,U.S.-Qatar Business Council
500023603,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023603,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023603,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023604,Congressional Institute,Congressional Institute,Congressional Institute
500023605,Congressional Institute,Congressional Institute,Congressional Institute
500023606,Congressional Institute,Congressional Institute,Congressional Institute
500023607,Congressional Institute,Congressional Institute,Congressional Institute
500023608,Congressional Institute,Congressional Institute,Congressional Institute
500023609,Congressional Institute,Congressional Institute,Congressional Institute
500023610,Congressional Institute,Congressional Institute,Congressional Institute
500023611,Congressional Institute,Congressional Institute,Congressional Institute
500023612,Congressional Institute,Congressional Institute,Congressional Institute
500023613,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Democracy Fund
500023613,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Pew Charitable Trusts
500023613,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,William and Flora Hewlett Foundation
500023614,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Democracy Fund
500023614,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Pew Charitable Trusts
500023614,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,William and Flora Hewlett Foundation
500023615,Congressional Institute,Congressional Institute,Congressional Institute
500023616,Congressional Institute,Congressional Institute,Congressional Institute
500023617,Congressional Institute,Congressional Institute,Congressional Institute
500023618,Congressional Institute,Congressional Institute,Congressional Institute
500023620,Congressional Institute,Congressional Institute,Congressional Institute
500023621,Congressional Institute,Congressional Institute,Congressional Institute
500023622,South Florida Agricultural Foundation,"South Florida Agricultural Foundation, Inc.","South Florida Agricultural Foundation, Inc."
500023623,United States Qatar Business Council,Us-qatar Business Council,U.S.-Qatar Business Council
500023624,Congressional Institute,Congressional Institute,Congressional Institute
500023625,Congressional Institute,Congressional Institute,Congressional Institute
500023626,Congressional Institute,Congressional Institute,Congressional Institute
500023627,Congressional Institute,Congressional Institute,Congressional Institute
500023628,Congressional Institute,Congressional Institute,Congressional Institute
500023629,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023629,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023629,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023630,Congressional Institute,Congressional Institute,Congressional Institute
500023631,Congressional Institute,Congressional Institute,Congressional Institute
500023632,Congressional Institute,Congressional Institute,Congressional Institute
500023633,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023633,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023633,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023634,Congressional Institute,Congressional Institute,Congressional Institute
500023635,Congressional Institute,Congressional Institute,Congressional Institute
500023636,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Democracy Fund
500023636,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Pew Charitable Trusts
500023636,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,William and Flora Hewlett Foundation
500023637,United States-Qatar Business Council,Us-qatar Business Council,U.S.-Qatar Business Council
500023638,Congressional Institute,Congressional Institute,Congressional Institute
500023639,Congressional Institute,Congressional Institute,Congressional Institute
500023640,Congressional Institute,Congressional Institute,Congressional Institute
500023641,Global Women's Innovation Network,Global Women's Innovation Network,Global Women's Innovation Network
500023642,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Democracy Fund
500023642,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,Pew Charitable Trusts
500023642,Democracy Fund Pew Charitable Trusts William and Flora Hewlett Foundation,Democracy Fund; Pew Charitable Trusts; William And Flora Hewlett Foundation,William and Flora Hewlett Foundation
